concept_id,label,concept_class
1073299,Intravenous shockwave lithotripsy of atherosclerotic plaque of artery,Procedure
1073317,Ab interno canaloplasty,Procedure
1073378,Combined superficial venous arterialization and selective venous occlusion of lower limb,Procedure
1073461,Percutaneous transluminal construction of deep vein arteriovenous fistula with insertion of stent,Procedure
1073650,Trapping of aneurysm of cerebral artery,Procedure
1073656,Electrocoagulation of aneurysm of cerebral artery,Procedure
1073782,Endoscopic coagulation of hemorrhage of small intestine,Procedure
1073862,Repair of acquired arteriovenous fistula of limb,Procedure
1073863,Repair of traumatic arteriovenous fistula of limb,Procedure
1073865,Fluoroscopy guided implantation of cardiac resynchronization defibrillator system,Procedure
1073964,Cardiac ablation for atrial fibrillation,Procedure
1073965,Clipping of aneurysm of cerebral artery,Procedure
1074042,Ultrasonography guided percutaneous radiofrequency ablation of left long saphenous vein,Procedure
1074043,Ultrasonography guided percutaneous radiofrequency ablation of right long saphenous vein,Procedure
1074044,Ultrasonography guided percutaneous radiofrequency ablation of bilateral long saphenous veins,Procedure
1074045,Fluoroscopy guided percutaneous radiofrequency ablation of left renal artery,Procedure
1074046,Fluoroscopy guided percutaneous radiofrequency ablation of right renal artery,Procedure
1074047,Fluoroscopy guided percutaneous radiofrequency ablation of bilateral renal arteries,Procedure
1074048,Ultrasonography guided percutaneous radiofrequency ablation of left short saphenous vein,Procedure
1074049,Ultrasonography guided percutaneous radiofrequency ablation of right short saphenous vein,Procedure
1074050,Ultrasonography guided percutaneous radiofrequency ablation of bilateral short saphenous veins,Procedure
1074248,Trapping of aneurysm of intracranial artery,Procedure
1074594,Fluoroscopy guided intravascular shockwave balloon lithotripsy of calcified atherosclerotic plaque of coronary artery with contrast,Procedure
1074595,Fluoroscopy guided intravascular shockwave balloon lithotripsy of calcified atherosclerotic plaque of superficial femoral artery with contrast,Procedure
1074596,Fluoroscopy guided intravascular shockwave balloon lithotripsy of calcified atherosclerotic plaque of left superficial femoral artery with contrast,Procedure
1074597,Fluoroscopy guided intravascular shockwave balloon lithotripsy of calcified atherosclerotic plaque of right superficial femoral artery with contrast,Procedure
1074598,Fluoroscopy guided intravascular shockwave balloon lithotripsy of calcified atherosclerotic plaque of popliteal artery with contrast,Procedure
1074599,Fluoroscopy guided intravascular shockwave balloon lithotripsy of calcified atherosclerotic plaque of left popliteal artery with contrast,Procedure
1074600,Fluoroscopy guided intravascular shockwave balloon lithotripsy of calcified atherosclerotic plaque of right popliteal artery with contrast,Procedure
1074601,Fluoroscopy guided intravascular shockwave balloon lithotripsy of calcified atherosclerotic plaque of infrapopliteal artery with contrast,Procedure
1074602,Fluoroscopy guided intravascular shockwave balloon lithotripsy of calcified atherosclerotic plaque of left infrapopliteal artery with contrast,Procedure
1074603,Fluoroscopy guided intravascular shockwave balloon lithotripsy of calcified atherosclerotic plaque of right infrapopliteal artery with contrast,Procedure
1074604,Fluoroscopy guided intravascular shockwave balloon lithotripsy of calcified calcified atherosclerotic plaque of external iliac artery with contrast,Procedure
1074605,Fluoroscopy guided intravascular shockwave balloon lithotripsy of calcified atherosclerotic plaque of left external iliac artery with contrast,Procedure
1074606,Fluoroscopy guided intravascular shockwave balloon lithotripsy of calcified atherosclerotic plaque of right external iliac artery with contrast,Procedure
