concept_id,label,concept_class
1234314,sodium chloride 0.04 MG/MG / urea 0.04 MG/MG Topical Cream,ClinicalDrug
1234457,citric acid / dimethicone / polyethylene glycol 4000 / potassium chloride / sodium chloride / sodium citrate / sodium sulfate Powder for Oral Solution,ClinicalDrugForm
1234458,citric acid 832 MG / dimethicone 80 MG / polyethylene glycol 4000 52500 MG / potassium chloride 380 MG / sodium chloride 730 MG / sodium citrate 1860 MG / sodium sulfate 3750 MG Powder for Oral Solution,ClinicalDrug
1234624,polyethylene glycol 3350 / potassium chloride / sodium bicarbonate / sodium chloride / sodium sulfate Powder for Oral Solution [TRANSIPEG],BrandedDrugForm
1234625,polyethylene glycol 3350 2980 MG / potassium chloride 37.5 MG / sodium bicarbonate 84 MG / sodium chloride 73.3 MG / sodium sulfate 285 MG [TRANSIPEG],BrandedDrugComp
1234626,polyethylene glycol 3350 2980 MG / potassium chloride 37.5 MG / sodium bicarbonate 84 MG / sodium chloride 73.3 MG / sodium sulfate 285 MG Powder for Oral Solution,ClinicalDrug
1234627,polyethylene glycol 3350 2980 MG / potassium chloride 37.5 MG / sodium bicarbonate 84 MG / sodium chloride 73.3 MG / sodium sulfate 285 MG Powder for Oral Solution [TRANSIPEG],BrandedDrug
1234628,citric acid / glucose / potassium chloride / sodium bicarbonate / sodium chloride Effervescent Oral Tablet [Ors sanias],BrandedDrugForm
1234629,citric acid / glucose / potassium chloride / sodium bicarbonate / sodium chloride Effervescent Oral Tablet [Ors mylan],BrandedDrugForm
1234630,citric acid / glucose / potassium chloride / sodium bicarbonate / sodium chloride Effervescent Oral Tablet [Ors a],BrandedDrugForm
1234631,citric acid / glucose / potassium chloride / sodium bicarbonate / sodium chloride Powder for Oral Solution [Healthypharm ors],BrandedDrugForm
1234632,citric acid / glucose / potassium chloride / sodium bicarbonate / sodium chloride Powder for Oral Solution,ClinicalDrugForm
1234633,citric acid 423 MG / glucose 1820 MG / potassium chloride 152 MG / sodium bicarbonate 325 MG / sodium chloride 180 MG [Ors mylan],BrandedDrugComp
1234634,citric acid 423 MG / glucose 1820 MG / potassium chloride 152 MG / sodium bicarbonate 325 MG / sodium chloride 180 MG Effervescent Oral Tablet [Ors mylan],BrandedDrug
1234635,citric acid 423 MG / glucose 1820 MG / potassium chloride 152 MG / sodium bicarbonate 325 MG / sodium chloride 180 MG Effervescent Oral Tablet,ClinicalDrug
1234636,citric acid 423 MG / glucose 1840 MG / potassium chloride 152 MG / sodium bicarbonate 325 MG / sodium chloride 180 MG [Ors a],BrandedDrugComp
1234638,citric acid 423 MG / glucose 1840 MG / potassium chloride 152 MG / sodium bicarbonate 325 MG / sodium chloride 180 MG Effervescent Oral Tablet [Ors a],BrandedDrug
1234639,citric acid 423 MG / glucose 1840 MG / potassium chloride 152 MG / sodium bicarbonate 325 MG / sodium chloride 180 MG Effervescent Oral Tablet,ClinicalDrug
1234640,citric acid 429 MG / glucose 1830 MG / potassium chloride 152 MG / sodium bicarbonate 325 MG / sodium chloride 180 MG Effervescent Oral Tablet,ClinicalDrug
1234641,citric acid 1740 MG / glucose 2540 MG / potassium chloride 225 MG / sodium bicarbonate 1100 MG / sodium chloride 250 MG [Ors sanias],BrandedDrugComp
1234642,citric acid 1740 MG / glucose 2540 MG / potassium chloride 225 MG / sodium bicarbonate 1100 MG / sodium chloride 250 MG Effervescent Oral Tablet [Ors sanias],BrandedDrug
1234643,citric acid 1740 MG / glucose 2540 MG / potassium chloride 225 MG / sodium bicarbonate 1100 MG / sodium chloride 250 MG Effervescent Oral Tablet,ClinicalDrug
1234644,citric acid 672 MG / glucose 2160 MG / potassium chloride 186 MG / sodium bicarbonate 300 MG / sodium chloride 410 MG Effervescent Oral Tablet,ClinicalDrug
1234645,citric acid 384 MG / glucose 2700 MG / potassium chloride 300 MG / sodium bicarbonate 515 MG / sodium chloride 527 MG [Healthypharm ors],BrandedDrugComp
1234646,citric acid 384 MG / glucose 2700 MG / potassium chloride 300 MG / sodium bicarbonate 515 MG / sodium chloride 527 MG Powder for Oral Solution [Healthypharm ors],BrandedDrug
1234647,citric acid 384 MG / glucose 2700 MG / potassium chloride 300 MG / sodium bicarbonate 515 MG / sodium chloride 527 MG Powder for Oral Solution,ClinicalDrug
1234677,citric acid / glucose / potassium chloride / sodium chloride Powder for Oral Solution,ClinicalDrugForm
1234678,citric acid / glucose / potassium chloride / sodium chloride Powder for Oral Solution [Dioralyte],BrandedDrugForm
1234679,citric acid 530 MG / glucose 3240 MG / potassium chloride 300 MG / sodium chloride 450 MG [Dioralyte],BrandedDrugComp
1234680,citric acid 530 MG / glucose 3240 MG / potassium chloride 300 MG / sodium chloride 450 MG Powder for Oral Solution,ClinicalDrug
1234682,citric acid 530 MG / glucose 3240 MG / potassium chloride 300 MG / sodium chloride 450 MG Powder for Oral Solution [Dioralyte],BrandedDrug
1234722,sodium chloride 0.04 MG/MG,ClinicalDrugComp
1234723,sodium chloride 527 MG,ClinicalDrugComp
1234724,sodium chloride 730 MG,ClinicalDrugComp
1234725,sodium chloride 8 MG/ML,ClinicalDrugComp
1234726,sodium chloride 8 MG/ML Nasal Spray,ClinicalDrug
1234727,sodium chloride 8 MG/ML Nasal Solution,ClinicalDrug
1234728,glucose / potassium citrate / sodium chloride / sodium citrate Powder for Oral Solution [Orisel-junior],BrandedDrugForm
1234729,glucose 10000 MG / potassium citrate 1080 MG / sodium chloride 1460 MG / sodium citrate 500 MG [Orisel-junior],BrandedDrugComp
